page,category,video_id,reason,video_title
qa/equipment/what-are-martingales-when-are-they-used-and-how-do-they-work/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-are-mecate-reins-and-how-are-they-used-in-traditional-horsemanship/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/what-are-the-advantages-of-using-a-breast-collar-on-your-horse/index.html,equipment,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/equipment/what-are-the-advantages-of-using-a-surcingle-in-horse-training/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/equipment/what-are-the-most-common-mistakes-riders-make-when-using-a-pelham-bit-and-how-ca/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-are-the-parts-of-a-traditional-bosal-hackamore-and-what-does-each-one-do/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/what-are-the-signs-that-a-saddle-does-not-fit-your-horse-correctly/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/what-basic-tack-does-every-horse-owner-need/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/equipment/what-grooming-tools-are-essential-for-horse-care-and-how-should-they-be-used/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/equipment/what-is-a-cavesson-and-how-is-it-used-in-horse-training/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-is-a-gag-snaffle-and-what-specific-training-problems-does-it-address/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-is-a-half-breed-bit-and-how-does-it-work-in-horse-training/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/what-is-a-pelham-bit-and-how-does-it-work-as-a-training-tool/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-is-a-side-pull-bitless-bridle-and-how-does-it-work-in-horse-training/index.html,equipment,GGvsSnEVpxA,"scattered_id(total=26,home=desensitization-sacking-out@12%)",Pat Parelli: Natural Horsemanship — What Happened to Pat Parelli
qa/equipment/what-is-a-spade-bit-and-how-is-it-used-in-horse-training/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/what-is-a-war-bridle-and-how-is-it-used-in-horse-training/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/equipment/what-is-the-difference-between-a-short-shanked-and-long-shanked-pelham-and-when/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-is-the-difference-between-a-show-shank-curb-and-a-long-shank-curb-and-how-d/index.html,equipment,PAFejggfx6c,"scattered_id(total=48,home=reining@25%)",Andrea Fappani: Master Simple Cues — How to Find a Qualified Trainer for a Specific Discipline
qa/equipment/what-is-the-purpose-of-a-double-bridle-and-how-is-it-used-correctly-in-training/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-protective-boots-and-leg-wraps-are-available-for-horses-and-when-should-the/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/equipment/what-should-i-know-about-horse-blankets-and-when-should-they-be-used/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/equipment/what-should-i-look-for-when-buying-a-western-saddle/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/what-types-of-horses-and-disciplines-is-a-pelham-bit-best-suited-for/index.html,equipment,Yt3GL0XrMBo,"scattered_id(total=125,home=driving@36%)",USEF Network — How to Read a Judge's Card and Use the Feedback to Improve Your Next Competition
qa/equipment/what-types-of-rope-are-used-in-roping-events-and-what-makes-each-appropriate-for/index.html,equipment,ComwTOq5A8Q,"scattered_id(total=107,home=versatility-ranch-horse@26%)",Ken McNabb: How to Buy the Right Horse — Can the Horse Carry My Weight
qa/equipment/when-is-it-best-to-choose-a-mild-bit-for-your-horse/index.html,equipment,BANshLvc55g,"scattered_id(total=52,home=collection@15%)",Ken McNabb: How to Ride Your Horse With Light Hands — Identifying and Correcting a Horse That Leans on the Bit
qa/equipment/when-should-you-consult-a-professional-saddle-fitter-and-what-can-they-tell-you/index.html,equipment,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/equipment/why-are-hackamores-used-in-horse-training-and-what-advantages-do-they-offer/index.html,equipment,GGvsSnEVpxA,"scattered_id(total=26,home=desensitization-sacking-out@12%)",Pat Parelli: Natural Horsemanship — What Happened to Pat Parelli
qa/equipment/why-is-using-a-bitting-harness-in-ground-work-a-good-idea/index.html,equipment,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/gaits/explain-the-rising-trot-and-how-to-do-it/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/explain-the-sitting-trot-and-how-to-do-it/index.html,gaits,FBEWVWmOj78,"scattered_id(total=47,home=position-seat@36%)",Collection and the Horse's Back — The Basics
qa/gaits/how-can-a-rider-tell-what-lead-their-horse-is-on-at-the-canter/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-can-i-go-from-a-stop-right-to-a-lope/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-i-develop-a-smooth-consistent-jog-in-a-western-horse/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-i-develop-a-true-extended-trot-in-my-horse/index.html,gaits,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/gaits/how-do-i-get-my-horse-to-lope/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-i-lengthen-at-a-trot-and-canter/index.html,gaits,3Qe-KFT6RRk,"scattered_id(total=42,home=dressage@62%)","Steffen Peters: Collection and Engagement — The Purpose of the Training Order: Leg Yield, Shoulder-In, Haunches-In, Half-Pass"
qa/gaits/how-do-i-teach-canter-leads/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-i-train-a-horse-to-pick-up-the-correct-lead-every-time/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-i-transition-between-trot-and-lope/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-the-inside-rein-and-outside-leg-work-together-to-produce-a-clean-lead-dep/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/how-do-you-improve-a-rough-trot/index.html,gaits,FBEWVWmOj78,"scattered_id(total=47,home=position-seat@36%)",Collection and the Horse's Back — The Basics
qa/gaits/how-do-you-make-a-smooth-canter-depart/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-you-pick-up-the-canter-from-the-walk/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-you-prevent-cross-cantering-in-a-horse/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/how-do-you-signal-a-horse-for-a-specific-canter-lead/index.html,gaits,jahmDTCy5nU,"scattered_id(total=48,home=horsemanship@29%)",Ken McNabb: Teaching Your Horse to Move Off Seat and Legs — Introducing Lateral Work to a Young Horse
qa/gaits/how-do-you-use-leg-pressure-when-changing-canter-leads/index.html,gaits,jahmDTCy5nU,"scattered_id(total=48,home=horsemanship@29%)",Ken McNabb: Teaching Your Horse to Move Off Seat and Legs — Introducing Lateral Work to a Young Horse
qa/gaits/how-does-a-horses-leading-leg-at-the-canter-and-gallop-affect-their-training/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/i-find-it-difficult-to-transition-from-trot-to-canter-what-can-i-do/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/im-having-trouble-getting-my-horse-to-transition-from-trot-to-canter/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/index.html,gaits,twhB7DnN02Q,"scattered_id(total=10,home=starting-young-horses@30%)",Training a Young Horse — Complete Unedited First Rides
qa/gaits/my-horse-falls-from-canter-into-a-trot-what-can-i-do/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/my-horse-keeps-falling-from-a-canter-into-a-trot/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/my-horse-walks-slow-what-can-we-do-to-speed-him-up/index.html,gaits,s1Jr8N1B6Xc,"scattered_id(total=18,home=training-principles@28%)",Clinton Anderson: Getting Forward Movement — How to Increase Impulsion and Forward Energy in a Horse
qa/gaits/my-horse-will-anticipate-walk-trot-transitions-what-can-i-do/index.html,gaits,Idbhg34M6Nc,"scattered_id(total=35,home=training-principles@26%)",When to Use the Colt Starting Series vs Fundamentals — Q&A
qa/gaits/my-young-horse-has-a-very-hard-trot-to-ride-what-can-i-do/index.html,gaits,FBEWVWmOj78,"scattered_id(total=47,home=position-seat@36%)",Collection and the Horse's Back — The Basics
qa/gaits/my-young-horse-wont-walk-he-jogs/index.html,gaits,Idbhg34M6Nc,"scattered_id(total=35,home=training-principles@26%)",When to Use the Colt Starting Series vs Fundamentals — Q&A
qa/gaits/what-are-common-mistakes-in-applying-the-inside-rein-and-outside-leg-for-lead-de/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/what-are-the-keys-to-a-good-canter-departure/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/what-are-the-keys-to-a-smooth-transition-between-lope-and-gallop/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/what-are-the-keys-to-a-walk-to-trot-transition/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/what-are-the-keys-to-riding-at-a-trot/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/what-are-the-tips-for-picking-up-the-canter-from-a-standstill/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/what-are-the-tips-for-picking-up-the-canter-from-a-walk/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/what-are-the-tips-on-training-a-horse-to-canter/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/what-is-a-typical-cue-for-asking-a-horse-to-trot/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/what-is-meant-by-diagonals-in-horse-training-and-riding/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/what-is-the-difference-between-a-jog-and-a-trot/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/what-is-the-role-of-the-inside-rein-when-asking-for-a-canter-lead-departure/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/what-is-the-role-of-the-outside-leg-in-asking-for-a-canter-lead-departure/index.html,gaits,8i7HxJhM9Ds,"scattered_id(total=106,home=dressage@42%)","Jane Savoie: Dressage Made Simple — The Training Scale: Rhythm, Suppleness, Contact, Impulsion, Straightness, Collection"
qa/gaits/when-transitioning-my-horse-puts-her-head-up-what-can-i-do/index.html,gaits,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/gaits/why-do-horses-pick-up-the-wrong-lead/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/why-does-my-horse-break-gait-and-how-do-i-train-him-to-hold-it/index.html,gaits,f918N1t9mfk,"scattered_id(total=174,home=working-western-rail@13%)",Al Dunning: Speed Control and Horsemanship — Show Trainer vs. Ranch or Horsemanship Trainer
qa/gaits/why-does-my-horse-pop-its-head-up-during-transitions/index.html,gaits,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/gaits/why-is-my-horse-forging/index.html,gaits,vH9NsbtmDsg,"scattered_id(total=51,home=horse-care@31%)",Equine Veterinary — How to Manage Hauling and Travel to Keep a Horse in Good Condition Throughout a Competition Season
qa/gaits/why-is-my-horse-over-reaching/index.html,gaits,vH9NsbtmDsg,"scattered_id(total=51,home=horse-care@31%)",Equine Veterinary — How to Manage Hauling and Travel to Keep a Horse in Good Condition Throughout a Competition Season
qa/ground-manners-handling/how-can-i-get-my-horse-over-being-head-shy/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
qa/ground-manners-handling/how-can-i-teach-my-horse-to-lower-its-head-on-cue-for-haltering/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-i-catch-a-horse-that-is-hard-to-catch-in-the-pasture/index.html,ground-manners-handling,nGBCQ5M7Hwc,"scattered_id(total=11,home=horsemanship@55%)",Warwick Schiller: Catching a Difficult Horse — How to Catch a Horse That Is Hard to Catch in the Pasture
qa/ground-manners-handling/how-do-i-teach-a-horse-to-ground-tie/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-i-teach-a-horse-to-stand-quietly-for-the-farrier/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
qa/ground-manners-handling/how-do-i-teach-ground-manners/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-i-teach-my-horse-to-stand-tied-without-pulling-back-or-pawing/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-you-catch-a-horse-in-its-stall-safely-and-correctly/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-you-catch-a-horse-that-is-turned-out-with-a-group-of-other-horses/index.html,ground-manners-handling,nGBCQ5M7Hwc,"scattered_id(total=11,home=horsemanship@55%)",Warwick Schiller: Catching a Difficult Horse — How to Catch a Horse That Is Hard to Catch in the Pasture
qa/ground-manners-handling/how-do-you-develop-a-softer-and-more-responsive-backup-from-the-halter-over-time/index.html,ground-manners-handling,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/ground-manners-handling/how-do-you-establish-and-maintain-safe-handling-habits-around-horses-heads-and-f/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
qa/ground-manners-handling/how-do-you-move-a-horse-through-a-gate-safely-and-what-are-the-common-mistakes-h/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-you-safely-handle-a-horse-that-kicks-at-other-horses-when-being-led-near/index.html,ground-manners-handling,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/ground-manners-handling/how-do-you-teach-a-horse-to-back-up-from-halter-pressure-for-the-first-time/index.html,ground-manners-handling,oMn35EhR_Zg,"scattered_id(total=55,home=horsemanship@24%)",Warwick Schiller: Benefits of Teaching a Horse to Back Up — What He Says About Horses Behind the Bit
qa/ground-manners-handling/how-do-you-teach-a-horse-to-stand-at-the-mounting-block-and-why-do-anderson-and/index.html,ground-manners-handling,oWU8YgIrNiY,"scattered_id(total=117,home=mounting-dismounting@18%)",Clinton Anderson: Overview of Starting a Colt — What Clinton Anderson Teaches About Bit Fit
qa/ground-manners-handling/how-do-you-teach-a-horse-to-stand-quietly-for-clipping-using-the-methods-of-ande/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
qa/ground-manners-handling/how-do-you-teach-a-horse-to-stand-tied-without-pulling-back/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-do-you-teach-a-young-horse-to-whoa-and-stand-quietly-on-a-lead-and-halter/index.html,ground-manners-handling,oWU8YgIrNiY,"scattered_id(total=117,home=mounting-dismounting@18%)",Clinton Anderson: Overview of Starting a Colt — What Clinton Anderson Teaches About Bit Fit
qa/ground-manners-handling/how-do-you-use-a-lead-rope-and-halter-effectively-in-ground-training/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/how-does-clinton-anderson-teach-a-horse-to-lower-its-head-on-command-and-why-is/index.html,ground-manners-handling,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/ground-manners-handling/how-does-parellis-concept-of-ask-tell-promise-apply-to-enforcing-ground-manners/index.html,ground-manners-handling,GGvsSnEVpxA,"scattered_id(total=26,home=desensitization-sacking-out@12%)",Pat Parelli: Natural Horsemanship — What Happened to Pat Parelli
qa/ground-manners-handling/how-does-pat-parelli-teach-a-horse-to-respect-personal-space-and-why-is-this-the/index.html,ground-manners-handling,GGvsSnEVpxA,"scattered_id(total=26,home=desensitization-sacking-out@12%)",Pat Parelli: Natural Horsemanship — What Happened to Pat Parelli
qa/ground-manners-handling/how-does-warwick-schiller-approach-a-horse-that-is-genuinely-fearful-of-being-to/index.html,ground-manners-handling,BqiDJqLgvlA,"scattered_id(total=36,home=wild-horse-training@31%)",Warwick Schiller: Emotional Fitness — The Difference Between a Horse That Is Calm and One That Is Shut Down
qa/ground-manners-handling/how-does-warwick-schiller-approach-a-horse-that-pulls-back-when-tied-and-how-doe/index.html,ground-manners-handling,BqiDJqLgvlA,"scattered_id(total=36,home=wild-horse-training@31%)",Warwick Schiller: Emotional Fitness — The Difference Between a Horse That Is Calm and One That Is Shut Down
qa/ground-manners-handling/how-should-you-remove-a-halter-from-a-horse-correctly-and-safely/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/my-horse-bites-when-i-saddle-it-why-does-it-do-this-and-how-do-i-stop-it/index.html,ground-manners-handling,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/ground-manners-handling/my-horse-doesnt-want-me-to-pick-up-its-front-hoof-it-leans-on-me-what-can-i-do/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
qa/ground-manners-handling/my-horse-is-cinchy-and-tense-when-saddled-what-causes-it-and-how-do-i-help/index.html,ground-manners-handling,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/ground-manners-handling/my-horse-keeps-crowding-me-what-should-i-do/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/my-horse-kicks-at-other-horses-how-do-i-manage-and-correct-this/index.html,ground-manners-handling,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/ground-manners-handling/my-horse-leans-on-me-when-i-pick-up-his-front-hoofs-what-can-i-do/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
qa/ground-manners-handling/my-horse-started-rearing-a-little-in-the-tie-rack-acting-up-around-other-horses/index.html,ground-manners-handling,NREoSIPWQ0E,"scattered_id(total=139,home=natural-horsemanship@16%)",Clinton Anderson: The Method — What He Says About Gadgets and Training Aids That Attach to the Bit
qa/ground-manners-handling/what-are-some-tips-for-catching-my-horse-in-a-paddock/index.html,ground-manners-handling,nGBCQ5M7Hwc,"scattered_id(total=11,home=horsemanship@55%)",Warwick Schiller: Catching a Difficult Horse — How to Catch a Horse That Is Hard to Catch in the Pasture
qa/ground-manners-handling/what-are-the-key-points-to-teaching-a-horse-to-tie-and-what-should-you-tie-them/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/what-are-the-keys-to-halter-breaking-a-young-horse/index.html,ground-manners-handling,oWU8YgIrNiY,"scattered_id(total=117,home=mounting-dismounting@18%)",Clinton Anderson: Overview of Starting a Colt — What Clinton Anderson Teaches About Bit Fit
qa/ground-manners-handling/what-are-the-keys-to-using-cross-ties-with-your-horse-safely-and-correctly/index.html,ground-manners-handling,aASS-342kdo,"scattered_id(total=117,home=horsemanship@18%)",Ken McNabb: Ground Work — Preparing Your Horse to Ride
qa/ground-manners-handling/what-are-the-signs-that-a-horse-is-about-to-kick-on-the-ground-and-how-do-you-re/index.html,ground-manners-handling,KJd9paeIu40,"scattered_id(total=130,home=obstacle-training@22%)",Ken McNabb: Gaining Emotional Control — Developing a Horse That Is Calm and Focused in a Busy Ranch Horse Show Environment
